instance_id,model_id,dataset,split,probe,norm_answer,reason
illusionbench_10072008_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072009_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072011_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072016_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072021_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072022_7,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072026_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072026_7,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072030_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072030_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10072035_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10078011_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10078027_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10078031_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10078034_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10078036_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10078036_2,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10080005_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10080018_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10080026_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10080029_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10080031_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081002_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081005_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081012_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081013_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081019_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081028_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081030_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081037_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081038_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10081040_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082008_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082009_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082009_4,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082018_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10082036_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10092015_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10092019_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10092031_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10092035_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107006_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107012_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107033_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10107036_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10111017_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10111024_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10111025_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10111025_4,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10111027_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10111028_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10111035_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116009_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116011_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116012_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116024_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116024_4,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116025_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116027_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116028_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116028_4,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116028_4,google/gemma-4-E4B-it,illusionbench,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116028_4,google/gemma-4-E4B-it,illusionbench,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116034_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116035_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10116038_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10118001_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10118009_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10118031_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10123008_7,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10123013_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10123028_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10125009_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10125009_4,google/gemma-4-E4B-it,illusionbench,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10125017_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10125037_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10125038_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10125039_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10201007_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10201013_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10201016_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10201020_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10201028_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10243006_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10243018_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10243023_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10243024_2,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10243024_3,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
illusionbench_10243030_4,google/gemma-4-E4B-it,illusionbench,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000016_27611eb4682a84a3_1143,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000016_27611eb4682a84a3_1143,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000016_27611eb4682a84a3_1143,google/gemma-4-E4B-it,prehal,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000022_598324c8b911909c_1146,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000092_407cf273892efe43_1181,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000162_7cbb59263c1508e7_1213,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000334_a64a893751e22a64_1245,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000334_a64a893751e22a64_1245,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000334_a64a893751e22a64_1245,google/gemma-4-E4B-it,prehal,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000334_a64a893751e22a64_1245,google/gemma-4-E4B-it,prehal,shift,brightness,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000334_a64a893751e22a64_1245,google/gemma-4-E4B-it,prehal,shift,noise,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000349_d56b2f388f1a25ae_1253,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000355_421719d5251e2924_962,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000355_421719d5251e2924_962,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000471_cb092bd0ab35b5cd_1067,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000471_cb092bd0ab35b5cd_1067,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000520_9c8c80b08114a746_1273,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000529_365dea899cd1d53d_1278,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000536_adf309d949413533_1282,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000536_adf309d949413533_1282,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000544_e4f266a51f58f8ae_1285,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000555_f267d33704e9e37f_1290,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000555_f267d33704e9e37f_1290,google/gemma-4-E4B-it,prehal,shift,noise,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000607_2d358dd2c8e2b09a_1069,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000620_5bd554ce5ffff460_1320,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000635_64ec1592b09f0150_1329,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000655_2091da9d7b42d655_1340,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000655_2091da9d7b42d655_1340,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000688_675032b4e4384388_1360,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000714_e44b362d78f16af2_1375,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000714_e44b362d78f16af2_1375,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000722_8ff4f34281e1809d_1381,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000724_8280c5c02967bb8d_1383,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000762_e3e3a32b64c074e9_1398,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000762_e3e3a32b64c074e9_1398,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000782_bdcf91658def7ba5_1407,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000796_c756434267b1d7c9_1414,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000805_c3a48b26ce6f9ba7_1421,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000810_76850c81623e5a60_1423,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000826_da9fbb23550ab254_1429,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000848_7dc7597b6d452f76_1431,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000879_82f3820f7506974a_1445,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000884_38319b643ac60aa4_1447,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000924_fe3cf9e519f4f250_1465,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000924_fe3cf9e519f4f250_1465,google/gemma-4-E4B-it,prehal,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000961_a1bc753f76822620_1474,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000981_bd481bafc1cc56ff_1482,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1000981_bd481bafc1cc56ff_1482,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001001_8fea88209d32f616_1493,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001061_8f27e59fe888219d_1517,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001078_7a64582e3e077b50_1527,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001083_fbf49e178c7c9bcf_1529,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001155_3eb81590063c3957_1540,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001166_3921a99d8f1c5d98_1548,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001174_36bf780589b52474_1555,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001334_fd4e581ef29d3b40_1600,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001370_c1d27ae985d9a48f_1623,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001414_bab3e50efc11ba11_1652,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001425_79b61c6487de1abb_1657,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001426_7f8bbb025b3bf4b0_1658,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001431_c3ed931527384668_1661,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001467_a2bad8118733a1e9_1683,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001555_061c1eb6f8dcad52_1126,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001595_efa2864b8c85829f_1721,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001754_766253af2d1e124e_1792,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001783_0b24f53d0e300aed_1804,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001897_f8d25f20b68ddff5_1842,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001904_8a9d9256272c50d2_1847,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001925_06e24353e290c649_1864,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001936_4c35d507c9392856_1869,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001950_89f6770212ea2282_1879,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1001988_1679e2696182a601_1905,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_103_fed89df5e283551e_3649,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_103_fed89df5e283551e_3649,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1139_86efe54041ca1d28_576,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1139_86efe54041ca1d28_576,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1150_e990863cdf1b5359_582,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1154_e429b00b5dbddb63_584,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1160_4aad382d4d8a4a11_590,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1160_4aad382d4d8a4a11_590,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1171_7d699c7c6fc37c89_597,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1174_59d60970984d667e_600,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1175_08dea8f3eebd8140_601,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_123_ae0f09f65432a349_3669,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1284_363421aebec7f99d_610,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_134_6e11e105c9ca6808_3680,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_134_6e11e105c9ca6808_3680,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1389_5ea0caa3fba9ef05_678,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1432_600e0dce655105e1_707,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1458_fb4b22d329ce26a3_722,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1597_198fe1be15700b91_767,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_174_ec101a10937af2d3_3720,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1805_383b23bf7299b359_863,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1813_e7236a62efd32a85_868,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1823_fb94969b664bca21_874,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1824_918dd27450447403_875,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_184_0bed5088366cc778_3730,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1905_4e06e2132885f9d7_893,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1935_9de292bb98587a56_913,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_1953_5680f9d0b942799e_927,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_196_aa219efe1071a3b0_3742,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000016_b04713093e57b2ad_2016,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000016_b04713093e57b2ad_2016,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000016_b04713093e57b2ad_2016,google/gemma-4-E4B-it,prehal,shift,crop,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000067_164d3fcf97fce76b_2039,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000070_98d398b77c084aba_2042,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000095_e60571f43fe3d942_2056,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000184_b373e6e756e925c1_2093,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000184_b373e6e756e925c1_2093,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000559_11ed60dea5e16bcc_2170,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000631_a853eca5b2cddca0_2203,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000657_fadea6ba7dd2e1bb_2220,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000693_76ef1e833ff355de_2242,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000803_3b9ae084aa41a86f_2297,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000884_5b5653a7c5cb1eb3_2325,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000958_df90745c2445417c_2349,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000963_a932e3f82a5c108d_2354,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000973_b9a801241ee45260_2357,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000988_49c930c6e9518758_2366,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2000988_49c930c6e9518758_2366,google/gemma-4-E4B-it,prehal,shift,blur,unknown,valid_applicable_but_unusable_normalized_answer
prehal_2001067_3af003acb8692395_2399,google/gemma-4-E4B-it,prehal,shift,blank,unknown,valid_applicable_but_unusable_normalized_answer
