image_key,excluded_split,other_splits,reason
coco:000000505335,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000505542,train,cal|test|val,train_image_seen_later
coco:000000505542,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000505933,train,cal|test|val,train_image_seen_later
coco:000000505933,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000506151,train,val,train_image_seen_later
coco:000000506178,train,cal|test,train_image_seen_later
coco:000000506483,train,cal|val,train_image_seen_later
coco:000000506483,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000510138,train,cal|test,train_image_seen_later
coco:000000511341,train,val,train_image_seen_later
coco:000000511622,train,test|val,train_image_seen_later
coco:000000511622,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000514292,train,cal|test|val,train_image_seen_later
coco:000000514292,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000515820,train,cal|val,train_image_seen_later
coco:000000515820,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000516601,train,test,train_image_seen_later
coco:000000516916,train,test,train_image_seen_later
coco:000000518177,train,cal|test,train_image_seen_later
coco:000000520524,train,val,train_image_seen_later
coco:000000520694,train,cal,train_image_seen_later
coco:000000521643,train,cal,train_image_seen_later
coco:000000524979,train,cal,train_image_seen_later
coco:000000525667,train,cal,train_image_seen_later
coco:000000526368,train,test|val,train_image_seen_later
coco:000000526368,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000528905,train,test|val,train_image_seen_later
coco:000000528905,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000533201,train,test|val,train_image_seen_later
coco:000000533201,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000534121,train,test|val,train_image_seen_later
coco:000000534121,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000534516,train,cal|test,train_image_seen_later
coco:000000534942,train,cal|test,train_image_seen_later
coco:000000536073,train,cal,train_image_seen_later
coco:000000538054,train,val,train_image_seen_later
coco:000000538236,train,val,train_image_seen_later
coco:000000539251,train,cal|test,train_image_seen_later
coco:000000541783,train,cal,train_image_seen_later
coco:000000542145,train,cal|test,train_image_seen_later
coco:000000543393,train,cal|val,train_image_seen_later
coco:000000543393,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000544456,train,test,train_image_seen_later
coco:000000545353,train,cal,train_image_seen_later
coco:000000549390,train,cal|test,train_image_seen_later
coco:000000550514,train,test,train_image_seen_later
coco:000000550691,train,cal|test,train_image_seen_later
coco:000000551881,train,test|val,train_image_seen_later
coco:000000551881,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000551908,train,val,train_image_seen_later
coco:000000553992,train,test,train_image_seen_later
coco:000000554002,train,shift|test,train_image_seen_later
coco:000000554328,train,cal|val,train_image_seen_later
coco:000000554328,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000555538,train,cal|test|val,train_image_seen_later
coco:000000555538,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000557016,train,cal|val,train_image_seen_later
coco:000000557016,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000559547,train,cal,train_image_seen_later
coco:000000560744,train,cal|test,train_image_seen_later
coco:000000564336,train,cal|test,train_image_seen_later
coco:000000564511,train,test,train_image_seen_later
coco:000000565941,train,cal,train_image_seen_later
coco:000000567886,train,cal|test|val,train_image_seen_later
coco:000000567886,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000569839,train,cal|val,train_image_seen_later
coco:000000569839,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000572075,train,cal|test,train_image_seen_later
coco:000000572260,train,cal,train_image_seen_later
coco:000000573796,train,cal|val,train_image_seen_later
coco:000000573796,val,cal|train,validation_image_seen_in_cal_test_or_shift
coco:000000574057,train,test,train_image_seen_later
coco:000000574454,train,val,train_image_seen_later
coco:000000574692,train,test|val,train_image_seen_later
coco:000000574692,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000574790,train,test|val,train_image_seen_later
coco:000000574790,val,test|train,validation_image_seen_in_cal_test_or_shift
coco:000000575355,train,cal,train_image_seen_later
coco:000000575755,train,cal|test|val,train_image_seen_later
coco:000000575755,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
coco:000000579277,train,test,train_image_seen_later
coco:000000579415,train,cal,train_image_seen_later
coco:000000580162,train,test,train_image_seen_later
coco:000000580294,train,test|val,train_image_seen_later
coco:000000580294,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/figure/10_0.png,train,cal,train_image_seen_later
hallusionbench:VD/figure/10_1.png,train,test,train_image_seen_later
hallusionbench:VD/figure/11_0.png,train,test,train_image_seen_later
hallusionbench:VD/figure/13_0.png,train,test,train_image_seen_later
hallusionbench:VD/figure/14_1.png,train,val,train_image_seen_later
hallusionbench:VD/figure/15_0.png,train,val,train_image_seen_later
hallusionbench:VD/figure/16_0.png,val,cal,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/figure/17_0.png,train,cal,train_image_seen_later
hallusionbench:VD/figure/17_1.png,train,test,train_image_seen_later
hallusionbench:VD/figure/18_0.png,train,test,train_image_seen_later
hallusionbench:VD/figure/2_0.png,train,test,train_image_seen_later
hallusionbench:VD/figure/2_1.png,train,test,train_image_seen_later
hallusionbench:VD/figure/3_1.png,train,test,train_image_seen_later
hallusionbench:VD/figure/4_0.png,train,val,train_image_seen_later
hallusionbench:VD/figure/5_0.png,val,test,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/figure/6_1.png,train,val,train_image_seen_later
hallusionbench:VD/figure/9_1.png,train,cal,train_image_seen_later
hallusionbench:VD/illusion/0_1.png,train,cal|test,train_image_seen_later
hallusionbench:VD/illusion/11_0.png,train,test,train_image_seen_later
hallusionbench:VD/illusion/14_0.png,train,cal|val,train_image_seen_later
hallusionbench:VD/illusion/14_0.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/illusion/14_1.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/15_1.png,train,test,train_image_seen_later
hallusionbench:VD/illusion/16_0.png,train,cal,train_image_seen_later
hallusionbench:VD/illusion/16_1.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/18_1.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/19_1.png,train,test,train_image_seen_later
hallusionbench:VD/illusion/1_0.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/1_1.png,train,cal|val,train_image_seen_later
hallusionbench:VD/illusion/1_1.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/illusion/21_0.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/21_1.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/23_1.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/24_1.png,train,test,train_image_seen_later
hallusionbench:VD/illusion/25_0.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/25_1.png,train,test|val,train_image_seen_later
hallusionbench:VD/illusion/25_1.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/illusion/27_1.png,train,val,train_image_seen_later
hallusionbench:VD/illusion/28_0.png,train,test,train_image_seen_later
hallusionbench:VD/illusion/28_1.png,train,test,train_image_seen_later
hallusionbench:VD/illusion/29_0.png,train,cal,train_image_seen_later
hallusionbench:VD/illusion/29_1.png,train,cal|val,train_image_seen_later
hallusionbench:VD/illusion/29_1.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/illusion/2_0.png,train,cal,train_image_seen_later
hallusionbench:VD/illusion/3_0.png,train,test,train_image_seen_later
hallusionbench:VD/illusion/5_0.png,train,cal,train_image_seen_later
hallusionbench:VD/illusion/9_1.png,train,val,train_image_seen_later
hallusionbench:VD/math/0_0.png,train,val,train_image_seen_later
hallusionbench:VD/math/0_1.png,train,val,train_image_seen_later
hallusionbench:VD/math/10_0.png,train,cal,train_image_seen_later
hallusionbench:VD/math/11_0.png,train,test,train_image_seen_later
hallusionbench:VD/math/12_1.png,train,cal|val,train_image_seen_later
hallusionbench:VD/math/12_1.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/math/13_1.png,train,cal,train_image_seen_later
hallusionbench:VD/math/14_1.png,train,val,train_image_seen_later
hallusionbench:VD/math/16_0.png,train,test,train_image_seen_later
hallusionbench:VD/math/17_0.png,train,cal,train_image_seen_later
hallusionbench:VD/math/1_0.png,train,cal,train_image_seen_later
hallusionbench:VD/math/2_0.png,train,cal,train_image_seen_later
hallusionbench:VD/math/2_1.png,train,cal,train_image_seen_later
hallusionbench:VD/math/3_0.png,train,test,train_image_seen_later
hallusionbench:VD/math/5_0.png,train,cal,train_image_seen_later
hallusionbench:VD/math/5_1.png,train,val,train_image_seen_later
hallusionbench:VD/math/6_0.png,train,cal|val,train_image_seen_later
hallusionbench:VD/math/6_0.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/math/7_0.png,train,val,train_image_seen_later
hallusionbench:VD/math/8_0.png,train,cal|test,train_image_seen_later
hallusionbench:VD/math/8_1.png,train,test,train_image_seen_later
hallusionbench:VD/math/9_0.png,train,test,train_image_seen_later
hallusionbench:VD/math/9_1.png,train,cal,train_image_seen_later
hallusionbench:VD/ocr/0_0.png,train,test,train_image_seen_later
hallusionbench:VD/ocr/0_1.png,train,cal,train_image_seen_later
hallusionbench:VD/ocr/10_0.png,train,test,train_image_seen_later
hallusionbench:VD/ocr/10_1.png,train,cal,train_image_seen_later
hallusionbench:VD/ocr/11_0.png,train,test,train_image_seen_later
hallusionbench:VD/ocr/11_1.png,train,val,train_image_seen_later
hallusionbench:VD/ocr/12_0.png,train,cal,train_image_seen_later
hallusionbench:VD/ocr/13_0.png,train,val,train_image_seen_later
hallusionbench:VD/ocr/13_1.png,train,val,train_image_seen_later
hallusionbench:VD/ocr/14_0.png,train,cal,train_image_seen_later
hallusionbench:VD/ocr/16_0.png,train,val,train_image_seen_later
hallusionbench:VD/ocr/16_1.png,train,val,train_image_seen_later
hallusionbench:VD/ocr/19_0.png,train,test,train_image_seen_later
hallusionbench:VD/ocr/1_1.png,train,test,train_image_seen_later
hallusionbench:VD/ocr/4_0.png,train,val,train_image_seen_later
hallusionbench:VD/ocr/6_0.png,train,val,train_image_seen_later
hallusionbench:VD/ocr/7_0.png,train,test,train_image_seen_later
hallusionbench:VD/ocr/7_1.png,train,test,train_image_seen_later
hallusionbench:VD/ocr/8_0.png,train,val,train_image_seen_later
hallusionbench:VD/ocr/8_1.png,train,test,train_image_seen_later
hallusionbench:VD/ocr/9_1.png,train,test,train_image_seen_later
hallusionbench:VD/video/10_0.png,train,cal,train_image_seen_later
hallusionbench:VD/video/10_1.png,train,cal|val,train_image_seen_later
hallusionbench:VD/video/10_1.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/10_2.png,train,test,train_image_seen_later
hallusionbench:VD/video/11_1.png,train,val,train_image_seen_later
hallusionbench:VD/video/11_2.png,train,cal|test,train_image_seen_later
hallusionbench:VD/video/12_1.png,train,test|val,train_image_seen_later
hallusionbench:VD/video/12_1.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/12_2.png,train,test,train_image_seen_later
hallusionbench:VD/video/14_0.png,train,test|val,train_image_seen_later
hallusionbench:VD/video/14_0.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/14_1.png,train,cal,train_image_seen_later
hallusionbench:VD/video/15_1.png,train,val,train_image_seen_later
hallusionbench:VD/video/16_1.png,train,val,train_image_seen_later
hallusionbench:VD/video/18_0.png,train,cal|test,train_image_seen_later
hallusionbench:VD/video/18_1.png,train,test|val,train_image_seen_later
hallusionbench:VD/video/18_1.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/19_0.png,train,val,train_image_seen_later
hallusionbench:VD/video/19_2.png,train,cal,train_image_seen_later
hallusionbench:VD/video/1_0.png,train,cal|test,train_image_seen_later
hallusionbench:VD/video/1_1.png,train,test,train_image_seen_later
hallusionbench:VD/video/2_0.png,train,cal|val,train_image_seen_later
hallusionbench:VD/video/2_0.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/2_1.png,train,test,train_image_seen_later
hallusionbench:VD/video/3_0.png,train,val,train_image_seen_later
hallusionbench:VD/video/3_1.png,train,cal|val,train_image_seen_later
hallusionbench:VD/video/3_1.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/3_2.png,train,test|val,train_image_seen_later
hallusionbench:VD/video/3_2.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/4_0.png,train,val,train_image_seen_later
hallusionbench:VD/video/4_2.png,train,cal|test,train_image_seen_later
hallusionbench:VD/video/5_0.png,train,val,train_image_seen_later
hallusionbench:VD/video/5_1.png,train,test,train_image_seen_later
hallusionbench:VD/video/6_1.png,train,test|val,train_image_seen_later
hallusionbench:VD/video/6_1.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/7_0.png,train,val,train_image_seen_later
hallusionbench:VD/video/7_1.png,train,test,train_image_seen_later
hallusionbench:VD/video/8_0.png,train,test,train_image_seen_later
hallusionbench:VD/video/8_1.png,train,cal,train_image_seen_later
hallusionbench:VD/video/9_0.png,train,test|val,train_image_seen_later
hallusionbench:VD/video/9_0.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VD/video/9_1.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/0_1.png,train,test|val,train_image_seen_later
hallusionbench:VS/chart/0_1.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/chart/10_1.png,train,val,train_image_seen_later
hallusionbench:VS/chart/12_1.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/13_2.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/14_1.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/16_2.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/17_1.png,train,val,train_image_seen_later
hallusionbench:VS/chart/19_1.png,train,test,train_image_seen_later
hallusionbench:VS/chart/19_2.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/1_1.png,train,val,train_image_seen_later
hallusionbench:VS/chart/20_1.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/21_1.png,val,test,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/chart/2_1.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/3_2.png,train,val,train_image_seen_later
hallusionbench:VS/chart/4_1.png,train,test,train_image_seen_later
hallusionbench:VS/chart/4_2.png,train,cal,train_image_seen_later
hallusionbench:VS/chart/5_1.png,train,test|val,train_image_seen_later
hallusionbench:VS/chart/5_1.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/chart/5_2.png,train,val,train_image_seen_later
hallusionbench:VS/chart/6_2.png,train,val,train_image_seen_later
hallusionbench:VS/chart/7_1.png,train,test,train_image_seen_later
hallusionbench:VS/chart/8_1.png,train,test,train_image_seen_later
hallusionbench:VS/chart/9_1.png,train,test,train_image_seen_later
hallusionbench:VS/chart/9_2.png,train,cal|test,train_image_seen_later
hallusionbench:VS/map/0_1.png,train,cal|test,train_image_seen_later
hallusionbench:VS/map/0_2.png,train,test,train_image_seen_later
hallusionbench:VS/map/10_2.png,train,test,train_image_seen_later
hallusionbench:VS/map/1_2.png,train,cal|val,train_image_seen_later
hallusionbench:VS/map/1_2.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/map/2_1.png,train,val,train_image_seen_later
hallusionbench:VS/map/2_2.png,val,cal,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/map/3_1.png,train,test,train_image_seen_later
hallusionbench:VS/map/3_2.png,train,cal,train_image_seen_later
hallusionbench:VS/map/4_1.png,train,cal,train_image_seen_later
hallusionbench:VS/map/4_2.png,train,cal,train_image_seen_later
hallusionbench:VS/map/5_1.png,train,test|val,train_image_seen_later
hallusionbench:VS/map/5_1.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/map/5_2.png,train,val,train_image_seen_later
hallusionbench:VS/map/6_2.png,train,cal,train_image_seen_later
hallusionbench:VS/map/8_2.png,train,test|val,train_image_seen_later
hallusionbench:VS/map/8_2.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/map/9_2.png,train,cal,train_image_seen_later
hallusionbench:VS/ocr/0_1.png,train,cal,train_image_seen_later
hallusionbench:VS/ocr/0_2.png,train,cal,train_image_seen_later
hallusionbench:VS/ocr/11_1.png,train,test,train_image_seen_later
hallusionbench:VS/ocr/11_2.png,train,cal,train_image_seen_later
hallusionbench:VS/ocr/12_1.png,train,cal,train_image_seen_later
hallusionbench:VS/ocr/12_2.png,val,cal,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/ocr/3_1.png,train,test,train_image_seen_later
hallusionbench:VS/ocr/4_2.png,train,val,train_image_seen_later
hallusionbench:VS/ocr/5_1.png,train,cal,train_image_seen_later
hallusionbench:VS/ocr/7_1.png,train,test,train_image_seen_later
hallusionbench:VS/ocr/9_2.png,train,cal,train_image_seen_later
hallusionbench:VS/table/0_1.png,train,cal,train_image_seen_later
hallusionbench:VS/table/0_2.png,train,cal,train_image_seen_later
hallusionbench:VS/table/10_1.png,train,test|val,train_image_seen_later
hallusionbench:VS/table/10_1.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/table/10_2.png,train,cal|test,train_image_seen_later
hallusionbench:VS/table/1_1.png,train,test,train_image_seen_later
hallusionbench:VS/table/1_2.png,train,cal,train_image_seen_later
hallusionbench:VS/table/2_1.png,train,val,train_image_seen_later
hallusionbench:VS/table/2_2.png,train,cal,train_image_seen_later
hallusionbench:VS/table/2_3.png,train,val,train_image_seen_later
hallusionbench:VS/table/3_1.png,train,cal,train_image_seen_later
hallusionbench:VS/table/3_2.png,train,cal,train_image_seen_later
hallusionbench:VS/table/4_1.png,train,test,train_image_seen_later
hallusionbench:VS/table/4_2.png,train,cal|val,train_image_seen_later
hallusionbench:VS/table/4_2.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/table/4_3.png,train,cal,train_image_seen_later
hallusionbench:VS/table/5_2.png,train,test|val,train_image_seen_later
hallusionbench:VS/table/5_2.png,val,test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/table/6_1.png,train,val,train_image_seen_later
hallusionbench:VS/table/6_2.png,train,test,train_image_seen_later
hallusionbench:VS/table/6_3.png,train,cal|val,train_image_seen_later
hallusionbench:VS/table/6_3.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/table/7_2.png,train,cal|test|val,train_image_seen_later
hallusionbench:VS/table/7_2.png,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/table/7_3.png,train,cal|val,train_image_seen_later
hallusionbench:VS/table/7_3.png,val,cal|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/table/8_1.png,train,cal|test|val,train_image_seen_later
hallusionbench:VS/table/8_1.png,val,cal|test|train,validation_image_seen_in_cal_test_or_shift
hallusionbench:VS/table/8_2.png,train,val,train_image_seen_later
hallusionbench:VS/table/9_2.png,train,val,train_image_seen_later
